Date,Humidity,Events,Weather,Rainfall,Tourism_Demand
2014-11,63.44,Ibaka,Rainy,225.97,1442
2014-12,73.93,Ibom Food Fest,Stormy,234.2,1817
2015-01,94.86,Ibeno Beach,Sunny,11.65,2156
2015-02,64.19,Local Sports Event,Cloudy,146.03,2049
2015-03,88.54,Local Sports Event,Cloudy,118.63,1467
2015-04,75.06,Ibeno Beach,Sunny,3.19,1697
2015-05,99.53,Local Sports Event,Cloudy,184.85,1541
2015-06,66.57,Ibaka,Cloudy,261.41,1470
2015-07,69.2,Ekpo Display,Sunny,35.12,1746
2015-08,66.95,Local Sports Event,Sunny,6.32,1723
2015-09,74.32,Ibaka,Cloudy,26.05,1514
2015-10,60.56,Ibaka,Cloudy,30.9,1472
2015-11,98.76,Ibom Food Fest,Sunny,33.85,1734
2015-12,61.26,Ibeno Beach,Cloudy,38.84,2020
2016-01,77.97,Local Sports Event,Sunny,23.23,2223
2016-02,67.13,Ibom Food Fest,Rainy,144.93,1960
2016-03,61.62,Ibeno Beach,Sunny,43.94,1721
2016-04,63.93,Ibeno Beach,Rainy,19.34,1493
2016-05,94.63,Ibaka,Sunny,23.51,1668
2016-06,80.38,Local Sports Event,Sunny,47.83,1697
2016-07,93.37,Ibeno Beach,Sunny,35.29,1740
2016-08,60.63,Ibeno Beach,Sunny,29.81,1718
2016-09,90.23,Ibom Food Fest,Sunny,18.75,1683
2016-10,65.37,Ibaka,Sunny,3.68,1746
2016-11,65.88,Ibom Food Fest,Sunny,46.71,1658
2016-12,94.93,Ibaka,Cloudy,19.56,2018
2017-01,72.03,Ekpo Display,Cloudy,262.49,1987
2017-02,66.14,Ibeno Beach,Stormy,287.95,1801
2017-03,74.51,Ibom Food Fest,Rainy,50.65,1458
2017-04,94.2,Ekpo Display,Rainy,121.37,1487
2017-05,87.19,Ibom Food Fest,Sunny,43.02,1701
2017-06,76.46,Ibom Food Fest,Sunny,44.9,1704
2017-07,75.94,Ibeno Beach,Sunny,0.79,1653
2017-08,78.34,Ibeno Beach,Sunny,10.12,1712
2017-09,66.54,Local Sports Event,Cloudy,145.94,1531
2017-10,69.46,Local Sports Event,Cloudy,273.14,1466
2017-11,63.4,Local Sports Event,Sunny,11.22,1683
2017-12,77.06,Ibeno Beach,Sunny,0.29,2242
2018-01,87.1,Local Sports Event,Cloudy,239.72,1993
2018-02,84.86,Local Sports Event,Cloudy,75.01,2035
2018-03,66.98,Ibaka,Sunny,41.32,1662
2018-04,80.33,Ibaka,Cloudy,141.23,1501
2018-05,86.6,Ibeno Beach,Sunny,8.98,1722
2018-06,95.65,Ekpo Display,Cloudy,152.86,1548
2018-07,86.9,Local Sports Event,Cloudy,89.79,1538
2018-08,85.05,Ibom Food Fest,Sunny,6.24,1650
2018-09,65.39,Ibaka,Rainy,248.78,1457
2018-10,90.55,Ekpo Display,Sunny,1.55,1650
2018-11,81.42,Ibaka,Sunny,22.46,1693
2018-12,98.69,Ekpo Display,Sunny,26.96,2152
2019-01,73.18,Ibaka,Cloudy,248.96,1961
2019-02,67.53,Ibeno Beach,Sunny,17.16,2180
2019-03,68.17,Ibeno Beach,Cloudy,75.36,1520
2019-04,80.23,Ibaka,Cloudy,120.4,1485
2019-05,95.04,Ibaka,Sunny,47.7,1674
2019-06,86.8,Ibaka,Rainy,25.85,1520
2019-07,97.91,Ekpo Display,Rainy,207.11,1455
2019-08,74.68,Ibeno Beach,Sunny,43,1750
2019-09,68.84,Ibom Food Fest,Sunny,32.48,1687
2019-10,92.02,Ibeno Beach,Cloudy,41.24,1507
2019-11,95.75,Ekpo Display,Rainy,102.6,1528
2019-12,79.7,Ibeno Beach,Rainy,166.29,1979
2020-01,67.21,Local Sports Event,Sunny,34.95,2213
2020-02,80.72,Local Sports Event,Sunny,10.47,2234
2020-03,93.25,Local Sports Event,Sunny,23.33,1680
2020-04,82.63,Ekpo Display,Cloudy,293.25,1409
2020-05,85.97,Ibaka,Cloudy,185.82,1497
2020-06,90.71,Ekpo Display,Sunny,13.37,1692
2020-07,78.13,Ibaka,Sunny,5.38,1691
2020-08,71.09,Local Sports Event,Cloudy,155.65,1546
2020-09,75.36,Ibaka,Sunny,6.24,1696
2020-10,88.68,Ibom Food Fest,Sunny,30.04,1732
2020-11,85.72,Ekpo Display,Sunny,19.39,1717
2020-12,73.14,Ibaka,Cloudy,282.66,1941
2021-01,88.38,Ibaka,Stormy,80.66,1870
2021-02,69.23,Ibeno Beach,Cloudy,283.05,1906
2021-03,61.47,Local Sports Event,Cloudy,227.09,1411
2021-04,67.18,Ibeno Beach,Sunny,42.07,1748
2021-05,77.62,Ekpo Display,Rainy,226.24,1463
2021-06,69.68,Ibaka,Sunny,43.76,1672
2021-07,67.58,Ekpo Display,Sunny,34.76,1681
2021-08,87.26,Ibeno Beach,Cloudy,226.79,1439
2021-09,89,Ibaka,Sunny,24.37,1748
2021-10,65.66,Local Sports Event,Sunny,17.72,1653
2021-11,76.91,Ibaka,Rainy,161.56,1490
2021-12,73.28,Local Sports Event,Sunny,26.02,2152
2022-01,65.18,Local Sports Event,Sunny,47.36,2206
2022-02,66.89,Ekpo Display,Sunny,32.35,2212
2022-03,84.55,Local Sports Event,Rainy,85.94,1521
2022-04,77.03,Ibom Food Fest,Cloudy,25.66,1502
2022-05,76.04,Ibaka,Sunny,1.37,1750
2022-06,83.93,Local Sports Event,Cloudy,279.43,1436
2022-07,76.04,Local Sports Event,Sunny,19.46,1657
2022-08,95.02,Ibaka,Cloudy,11.89,1503
2022-09,98.24,Ekpo Display,Rainy,44.32,1518
2022-10,77.15,Ibeno Beach,Sunny,13.4,1660
2022-11,74.04,Ibeno Beach,Cloudy,189.05,1530
2022-12,67.18,Ekpo Display,Sunny,31.85,2153
2023-01,81.18,Local Sports Event,Sunny,34.87,2215
2023-02,88.01,Ibeno Beach,Sunny,47.44,2222
2023-03,98.04,Ekpo Display,Sunny,7.4,1665
2023-04,91.5,Local Sports Event,Rainy,248.33,1445
2023-05,63.47,Ibom Food Fest,Sunny,45.17,1708
2023-06,85.1,Ibaka,Cloudy,105.99,1474
2023-07,89.18,Local Sports Event,Sunny,20.31,1671
2023-08,95,Local Sports Event,Cloudy,265.05,1445
2023-09,66.59,Ibeno Beach,Sunny,44.44,1685
2023-10,87.28,Ibeno Beach,Sunny,9.4,1689
2023-11,78.36,Ibom Food Fest,Stormy,174.42,1393
2023-12,90.62,Ekpo Display,Stormy,1.32,1852
2004-01,89.84,Ibeno Beach,Cloudy,214.53,1944
2004-02,93.54,Ibeno Beach,Rainy,0.71,1977
2004-03,71.43,Ibeno Beach,Rainy,299.54,1467
2004-04,91.49,Ibaka,Sunny,44.61,1688
2004-05,78.11,Ekpo Display,Sunny,4.76,1722
2004-06,69.63,Ekpo Display,Sunny,20.34,1665
2004-07,74.59,Ekpo Display,Sunny,46.78,1716
2004-08,67.21,Ibaka,Sunny,34.48,1689
2004-09,95.81,Ibaka,Stormy,169.26,1362
2004-10,86.56,Ekpo Display,Sunny,48.11,1675
2004-11,96.69,Ibeno Beach,Sunny,42.21,1696
2004-12,69.3,Ibeno Beach,Sunny,1.73,2245
2005-01,66.94,Ekpo Display,Rainy,12.97,2017
2005-02,60.8,Ibeno Beach,Sunny,19.51,2177
2005-03,79.66,Ibaka,Sunny,29.16,1663
2005-04,77.29,Ibaka,Sunny,32.16,1653
2005-05,74.49,Ekpo Display,Sunny,13.4,1670
2005-06,60.9,Ibeno Beach,Cloudy,125.99,1480
2005-07,93.5,Ibaka,Cloudy,126.53,1497
2005-08,96.2,Ibeno Beach,Sunny,19.61,1691
2005-09,71.22,Ekpo Display,Rainy,213.4,1490
2005-10,69.43,Ibaka,Cloudy,271.96,1486
2005-11,78.67,Ekpo Display,Cloudy,8.82,1534
2005-12,76.61,Ekpo Display,Cloudy,293.2,1935
2006-01,82.34,Ekpo Display,Stormy,296.86,1874
2006-02,80.76,Ibaka,Rainy,299.16,1992
2006-03,65.98,Ekpo Display,Sunny,25.22,1695
2006-04,77.77,Ekpo Display,Stormy,27.76,1368
2006-05,95.14,Ibaka,Cloudy,228.57,1413
2006-06,60.92,Ibeno Beach,Sunny,8.37,1736
2006-07,93.44,Ibeno Beach,Sunny,29.14,1713
2006-08,70.97,Ibaka,Sunny,4.49,1690
2006-09,88.12,Ibeno Beach,Cloudy,84.85,1482
2006-10,75.15,Ekpo Display,Cloudy,108.59,1479
2006-11,83.37,Ibeno Beach,Rainy,1.02,1450
2006-12,74.19,Ibaka,Sunny,41.64,2183
2007-01,72.3,Ibaka,Sunny,48.76,2187
2007-02,67.35,Ibeno Beach,Rainy,206.02,1926
2007-03,60.35,Ibaka,Rainy,226.35,1420
2007-04,64.39,Ibeno Beach,Sunny,5.06,1739
2007-05,69.03,Ekpo Display,Cloudy,37.06,1544
2007-06,68.21,Ekpo Display,Sunny,15.51,1744
2007-07,92.47,Ibeno Beach,Cloudy,248.29,1411
2007-08,77.13,Ekpo Display,Sunny,24.01,1716
2007-09,98.59,Ekpo Display,Sunny,44.68,1658
2007-10,81.7,Ibaka,Sunny,35.15,1704
2007-11,87.15,Ibaka,Sunny,47.96,1746
2007-12,69.66,Ekpo Display,Sunny,0.03,2240
2008-01,84.41,Ekpo Display,Sunny,19.45,2176
2008-02,89.29,Ibeno Beach,Rainy,126.27,2049
2008-03,89.33,Ibaka,Cloudy,214.95,1458
2008-04,68.93,Ibaka,Sunny,30.56,1724
2008-05,87.97,Ibeno Beach,Cloudy,124.42,1514
2008-06,99.41,Ekpo Display,Sunny,33.06,1667
2008-07,85.36,Ibaka,Sunny,42.41,1731
2008-08,68.2,Ibeno Beach,Cloudy,225.78,1413
2008-09,93.67,Ibaka,Rainy,42.14,1482
2008-10,62.98,Ibaka,Sunny,18.4,1665
2008-11,66.32,Ekpo Display,Cloudy,181.35,1496
2008-12,84.12,Ekpo Display,Rainy,53.29,1959
2009-01,81.22,Ibaka,Rainy,208.02,1903
2009-02,73.06,Ibaka,Sunny,13.29,2250
2009-03,92.15,Ibeno Beach,Sunny,19.48,1701
2009-04,88.42,Ibaka,Sunny,46.46,1701
2009-05,83.86,Ekpo Display,Rainy,150.31,1491
2009-06,67.14,Ibeno Beach,Sunny,17.48,1660
2009-07,78.83,Ekpo Display,Cloudy,19.76,1489
2009-08,94.72,Ekpo Display,Sunny,30.33,1714
2009-09,65.28,Ibaka,Sunny,38.87,1666
2009-10,87.99,Ekpo Display,Cloudy,201.6,1420
2009-11,68.43,Ibeno Beach,Rainy,155.29,1452
2009-12,64.24,Ibeno Beach,Sunny,28.4,2201
2010-01,91.81,Ekpo Display,Sunny,24.13,2225
2010-02,92.49,Ekpo Display,Sunny,4.83,2204
2010-03,73.97,Ekpo Display,Sunny,9.57,1747
2010-04,98.08,Ekpo Display,Stormy,87.02,1429
2010-05,62.05,Ibaka,Rainy,9.74,1518
2010-06,78.2,Ekpo Display,Sunny,19.56,1687
2010-07,61.75,Ibeno Beach,Stormy,57.2,1384
2010-08,93.21,Ekpo Display,Rainy,77.87,1542
2010-09,64.17,Ekpo Display,Rainy,48.13,1544
2010-10,67.22,Ibeno Beach,Cloudy,240.91,1415
2010-11,79.08,Ibeno Beach,Sunny,16.25,1659
2010-12,89.23,Ibeno Beach,Sunny,39.42,2168
2011-01,69.68,Ibeno Beach,Sunny,47.77,2219
2011-02,82.37,Local Sports Event,Sunny,46.88,2216
2011-03,88.87,Ibeno Beach,Cloudy,123.19,1499
2011-04,63.73,Local Sports Event,Sunny,13.85,1696
2011-05,78.54,Ibom Food Fest,Cloudy,176.34,1494
2011-06,62.75,Ibaka,Sunny,25.84,1704
2011-07,71.93,Local Sports Event,Sunny,17.48,1709
2011-08,65.75,Ekpo Display,Cloudy,69.14,1526
2011-09,70.45,Local Sports Event,Sunny,15.93,1745
2011-10,69.08,Ekpo Display,Cloudy,34.64,1451
2011-11,91.82,Ekpo Display,Cloudy,222.34,1421
2011-12,70.47,Ibom Food Fest,Rainy,264.63,1948
2012-01,67.93,Local Sports Event,Sunny,27.73,2240
2012-02,65.37,Ibom Food Fest,Sunny,36.92,2167
2012-03,67.19,Ekpo Display,Sunny,46.34,1656
2012-04,66.68,Ibeno Beach,Sunny,23.08,1729
2012-05,90.99,Ibaka,Sunny,38.18,1724
2012-06,62.38,Ibom Food Fest,Cloudy,0.18,1486
2012-07,83.6,Local Sports Event,Sunny,44.28,1663
2012-08,90.03,Local Sports Event,Cloudy,173.64,1463
2012-09,93.97,Ibom Food Fest,Sunny,39.35,1739
2012-10,75.46,Ibeno Beach,Sunny,37.57,1704
2012-11,74.02,Ibom Food Fest,Cloudy,55.01,1456
2012-12,70.42,Local Sports Event,Cloudy,109.18,1992
2013-01,80.98,Ibom Food Fest,Stormy,50.81,1881
2013-02,94.85,Local Sports Event,Cloudy,212.57,1917
2013-03,98.83,Ibeno Beach,Sunny,14.35,1716
2013-04,93.63,Ibeno Beach,Stormy,155.49,1354
2013-05,73.7,Ekpo Display,Cloudy,237.98,1477
2013-06,77.49,Ekpo Display,Rainy,94.88,1507
2013-07,74.2,Ekpo Display,Cloudy,205.9,1496
2013-08,80.59,Ibeno Beach,Sunny,15.35,1708
2013-09,61.71,Ekpo Display,Rainy,88.12,1452
2013-10,83.65,Ibaka,Sunny,44.87,1701
2013-11,81.27,Local Sports Event,Sunny,0.16,1731
2013-12,86.52,9999 Carol Night,Stormy,155.95,1857
2014-01,96.36,Ibaka,Cloudy,288.35,1929
2014-02,63.39,Ibom Food Fest,Cloudy,191,2048
2014-03,69.31,Ibeno Beach,Sunny,48.43,1726
2014-04,85.25,Ibaka,Sunny,32.11,1708
2014-05,80,Ibaka,Cloudy,71.3,1457
2014-06,62.99,Ekpo Display,Sunny,4.41,1674
2014-07,75.27,Local Sports Event,Sunny,5.79,1666
2014-08,70.69,Local Sports Event,Sunny,12.08,1733
2014-09,64.14,Local Sports Event,Sunny,48.87,1708
2014-10,77.49,Ibom Food Fest,Sunny,4.06,1739
2014-11,67.2,Local Sports Event,Stormy,118.15,1353
2014-12,96.98,Ibeno Beach,Sunny,2.61,2207
2015-01,78.93,Ibom Food Fest,Sunny,43.45,2190
2015-02,83.38,Ibom Food Fest,Sunny,40.28,2226
2015-03,85.56,Local Sports Event,Sunny,26.95,1679
2015-04,70.61,Ibeno Beach,Sunny,2.5,1711
2015-05,67.27,Ibeno Beach,Sunny,8.4,1668
2015-06,90.48,Ibom Food Fest,Rainy,148.59,1452
2015-07,87.22,Ibom Food Fest,Sunny,30.51,1725
2015-08,64.53,Ibaka,Sunny,31.03,1692
2015-09,93.52,Ekpo Display,Sunny,6.07,1750
2015-10,97.56,Ibaka,Sunny,0.37,1682
2015-11,71.42,Ibaka,Rainy,192.58,1495
2015-12,61.57,Ekpo Display,Cloudy,10.69,1959
2016-01,70.25,Ibeno Beach,Sunny,37.25,2206
2016-02,86.73,Local Sports Event,Rainy,219.91,1951
2016-03,62.31,Ibom Food Fest,Sunny,29.33,1736
2016-04,63.14,Local Sports Event,Sunny,10.82,1740
2016-05,72.49,Ekpo Display,Sunny,12.09,1666
2016-06,87.44,Local Sports Event,Rainy,138.33,1541
2016-07,67.58,Ibom Food Fest,Sunny,29.55,1712
2016-08,85.46,Ibeno Beach,Cloudy,197.73,1518
2016-09,65.46,Ekpo Display,Rainy,163,1451
2016-10,68.21,Ibaka,Cloudy,33.28,1465
2016-11,72.49,Ekpo Display,Sunny,9.58,1713
2016-12,95.1,Ibeno Beach,Cloudy,282.3,1930
2017-01,61.9,Ibaka,Cloudy,264.38,1964
2017-02,72.71,Ibaka,Cloudy,132.9,2013
2017-03,90.65,Local Sports Event,Cloudy,87.23,1530
2017-04,95.74,Ibaka,Sunny,23.7,1733
2017-05,67.49,Ibaka,Rainy,188.44,1526
2017-06,81.03,Ibom Food Fest,Sunny,11.98,1715
2017-07,79.36,Ibom Food Fest,Sunny,29.58,1722
2017-08,72.09,Ekpo Display,Sunny,8.01,1679
2017-09,96.66,Ibom Food Fest,Cloudy,91.97,1532
2017-10,85.6,Ekpo Display,Cloudy,220.76,1465
2017-11,71.1,Ekpo Display,Sunny,31.89,1712
2017-12,99.54,Ekpo Display,Cloudy,210.68,1924
2018-01,87.62,Ibeno Beach,Cloudy,295.71,1943
2018-02,76.3,Ibeno Beach,Cloudy,27.5,2021
2018-03,87.19,Ekpo Display,Cloudy,73.68,1544
2018-04,86.99,Ekpo Display,Sunny,33.68,1716
2018-05,89.11,Local Sports Event,Sunny,47.91,1747
2018-06,87.79,Ibom Food Fest,Cloudy,147.46,1505
2018-07,91.9,Ibom Food Fest,Cloudy,277.17,1411
2018-08,73.19,Ibeno Beach,Sunny,29.76,1656
2018-09,97.2,Local Sports Event,Sunny,42.35,1720
2018-10,84.8,Ekpo Display,Sunny,46.5,1724
2018-11,96.57,Ibeno Beach,Sunny,36.34,1657
2018-12,68.65,9999 Carol Night,Cloudy,35.79,2045
2019-01,60.06,Ibom Food Fest,Cloudy,19.54,2009
2019-02,87.91,Ibaka,Cloudy,211.02,1936
2019-03,85.15,Ibom Food Fest,Sunny,36.06,1734
2019-04,81.42,Ibaka,Rainy,224.6,1499
2019-05,76.7,Ibaka,Sunny,44.74,1701
2019-06,95.15,Ibom Food Fest,Cloudy,202.17,1495
2019-07,91.58,Ibom Food Fest,Cloudy,242.37,1427
2019-08,80.94,Ibom Food Fest,Cloudy,211.92,1457
2019-09,61.16,Ibeno Beach,Sunny,16.58,1679
2019-10,91.56,Ekpo Display,Rainy,217.33,1421
2019-11,79.77,Local Sports Event,Sunny,26.46,1706
2019-12,70.24,Local Sports Event,Sunny,46.45,2164
2020-01,92.96,Ibaka,Sunny,4.62,2165
2020-02,69.45,Ibom Food Fest,Cloudy,59.91,2050
2020-03,95,Local Sports Event,Cloudy,157.3,1545
2020-04,85.27,Ibom Food Fest,Sunny,42.56,1734
2020-05,73.77,Ibaka,Sunny,45.68,1687
2020-06,81.9,Ibeno Beach,Sunny,43.32,1742
2020-07,65.58,Ibaka,Rainy,141.74,1497
2020-08,84.5,Local Sports Event,Cloudy,92.03,1468
2020-09,72.58,Local Sports Event,Rainy,230.81,1483
2020-10,92.08,Ekpo Display,Sunny,47.59,1726
2020-11,79.36,Ekpo Display,Sunny,41.47,1703
2020-12,74.26,9999 Carol Night,Sunny,40.46,2200
2021-01,60.49,Local Sports Event,Rainy,142.55,2021
2021-02,87.46,Ibeno Beach,Sunny,9.16,2209
2021-03,71.02,Ibeno Beach,Stormy,10.48,1420
2021-04,61.09,Ibeno Beach,Cloudy,258.87,1473
2021-05,86.05,Local Sports Event,Sunny,31.88,1718
2021-06,76.6,Local Sports Event,Sunny,29.13,1726
2021-07,81.03,Ekpo Display,Sunny,47.19,1665
2021-08,93.6,Ibom Food Fest,Stormy,118.46,1373
2021-09,83.39,Ibom Food Fest,Cloudy,279.22,1446
2021-10,98.42,Ibeno Beach,Sunny,48.05,1739
2021-11,79.23,Ibom Food Fest,Sunny,11.92,1673
2021-12,66.71,Ibeno Beach,Sunny,28.67,2197
2022-01,91.36,Local Sports Event,Cloudy,265.55,1974
2022-02,92.79,Ibaka,Sunny,8.55,2248
2022-03,72.73,Ibaka,Sunny,23.67,1721
2022-04,67.11,Local Sports Event,Sunny,21.67,1702
2022-05,63.03,Ekpo Display,Rainy,14.36,1493
2022-06,82.75,Ekpo Display,Rainy,183.28,1508
2022-07,92.17,Ekpo Display,Sunny,13.65,1701
2022-08,67.07,Local Sports Event,Sunny,21.12,1724
2022-09,95.09,Ekpo Display,Cloudy,137.15,1504
2022-10,83.31,Ibeno Beach,Sunny,6.47,1735
2022-11,90.81,Ekpo Display,Rainy,104.91,1550
2022-12,71.76,Ibeno Beach,Rainy,149.17,2036
2023-01,62.99,Local Sports Event,Cloudy,144.67,1975
2023-02,93.28,Ibom Food Fest,Sunny,4.95,2213
2023-03,96.65,Local Sports Event,Cloudy,112.19,1515
2023-04,72.56,Ekpo Display,Sunny,34.18,1676
2023-05,87.73,Ibeno Beach,Sunny,17.13,1728
2023-06,70.55,Ekpo Display,Cloudy,36.64,1486
2023-07,69.56,Ibeno Beach,Sunny,0.86,1674
2023-08,81.71,Ibeno Beach,Sunny,24.87,1700
2023-09,79.38,Ibom Food Fest,Sunny,8.22,1650
2023-10,93.82,Local Sports Event,Sunny,7.73,1716
2023-11,91.75,Ibaka,Sunny,45.74,1691
2023-12,61.66,Ibaka,Sunny,34.34,2196
2004-01,93.76,Ibaka,Sunny,36.89,2247
2004-02,99.15,Ibaka,Cloudy,28.66,1969
2004-03,64.79,Ekpo Display,Sunny,38.05,1714
2004-04,77.21,Ekpo Display,Rainy,137.18,1459
2004-05,72.55,Ekpo Display,Sunny,39.03,1694
2004-06,85.15,Ibeno Beach,Sunny,41.74,1670
2004-07,69.49,Ekpo Display,Sunny,19.26,1703
2004-08,93.84,Ekpo Display,Cloudy,248.23,1473
2004-09,68.64,Ibaka,Sunny,0.84,1713
2004-10,95.53,Ibaka,Sunny,37.47,1663
2004-11,70.46,Ibaka,Rainy,217.88,1425
2004-12,65.27,Ekpo Display,Rainy,52.21,2022
2005-01,77.17,Ibaka,Rainy,221.56,1957
2005-02,63.93,Ibaka,Sunny,30,2194
2005-03,80.62,Ibaka,Sunny,44.41,1735
2005-04,90.73,Ibeno Beach,Sunny,46.73,1663
2005-05,72.92,Ibeno Beach,Stormy,216.5,1323
2005-06,90.7,Ibaka,Sunny,14.63,1730
2005-07,72.86,Ibaka,Sunny,36.92,1673
2005-08,80.56,Ibeno Beach,Sunny,47.2,1703
2005-09,77.01,Ibeno Beach,Cloudy,62.03,1528
2005-10,96.75,Ibeno Beach,Sunny,33.94,1744
2005-11,77.66,Ibaka,Sunny,13.8,1668
2005-12,73.6,Ibeno Beach,Rainy,214.26,1965
2006-01,80.28,Ibaka,Cloudy,123.55,1966
2006-02,89.18,Ibaka,Sunny,21.09,2192
2006-03,86.22,Ibeno Beach,Sunny,10.08,1662
2006-04,94.46,Ekpo Display,Rainy,286.88,1500
2006-05,63.91,Ibaka,Sunny,16.71,1693
2006-06,71.46,Ibeno Beach,Sunny,33.2,1668
2006-07,94.15,Ibeno Beach,Cloudy,204.07,1466
2006-08,77.09,Ibaka,Sunny,2.46,1743
2006-09,80.09,Ibeno Beach,Sunny,33.07,1666
2006-10,87.47,Ekpo Display,Cloudy,250.3,1464
2006-11,96.7,Ibaka,Rainy,297.68,1400
2006-12,98.45,Ibaka,Rainy,54.75,2018
2007-01,70.7,Ekpo Display,Sunny,11.99,2200
2007-02,90.84,Ekpo Display,Sunny,15.86,2152
2007-03,84.64,Ibeno Beach,Sunny,47.55,1741
2007-04,70.36,Ekpo Display,Stormy,260.28,1322
2007-05,72.8,Ibaka,Rainy,85.38,1468
2007-06,92.07,Ibaka,Cloudy,143.66,1537
2007-07,95.99,Ekpo Display,Sunny,15.34,1669
2007-08,93.74,Ekpo Display,Sunny,15.08,1726
2007-09,75.89,Ibeno Beach,Rainy,53.88,1483
2007-10,80.43,Ibaka,Sunny,3.87,1706
2007-11,92.77,Ibeno Beach,Rainy,104.8,1478
2007-12,86.89,Ekpo Display,Cloudy,291.35,1969
2008-01,64.61,Ibeno Beach,Rainy,110.02,1957
2008-02,73.89,Ekpo Display,Sunny,23.11,2173
2008-03,70.43,Ibaka,Cloudy,63.3,1482
2008-04,95.54,Ibeno Beach,Rainy,54.06,1549
2008-05,87.4,Ibeno Beach,Sunny,45.73,1669
2008-06,97.39,Ekpo Display,Sunny,4.79,1679
2008-07,89.44,Ibeno Beach,Sunny,33.39,1701
2008-08,93.47,Ibeno Beach,Sunny,38.5,1709
2008-09,64.94,Ekpo Display,Sunny,37.93,1712
2008-10,98.33,Ekpo Display,Cloudy,16.46,1491
2008-11,70.98,Ibeno Beach,Sunny,45.66,1723
2008-12,84.56,Ibeno Beach,Sunny,8,2173
2009-01,78.55,Ibaka,Cloudy,40.41,2021
2009-02,68.29,Ibaka,Cloudy,11.74,1954
2009-03,66.97,Ekpo Display,Sunny,9.67,1691
2009-04,77.41,Ibaka,Stormy,76.02,1376
2009-05,92.13,Ibaka,Sunny,21.37,1702
2009-06,72.93,Ekpo Display,Rainy,23,1514
2009-07,72.73,Ibeno Beach,Stormy,149.94,1402
2009-08,65.08,Ibeno Beach,Sunny,13.53,1689
2009-09,63.31,Ibeno Beach,Cloudy,277.24,1467
2009-10,62.21,Ibaka,Sunny,45.78,1660
2009-11,76.56,Ekpo Display,Rainy,156.08,1511
2009-12,83.81,Ekpo Display,Cloudy,265.5,1904
2010-01,73.29,Ibaka,Cloudy,232.1,1902
2010-02,86.16,Ibeno Beach,Cloudy,290.32,1917
2010-03,84.97,Ibeno Beach,Sunny,7.15,1715
2010-04,62.69,Ibeno Beach,Rainy,262.84,1488
2010-05,65.35,Ibeno Beach,Sunny,44.78,1714
2010-06,66.5,Ekpo Display,Stormy,36.04,1400
2010-07,72.84,Ibaka,Cloudy,87.88,1505
2010-08,61.07,Ekpo Display,Sunny,40.5,1697
2010-09,61.99,Ekpo Display,Rainy,235.34,1432
2010-10,85.55,Ibaka,Rainy,107.1,1476
2010-11,88.33,Ibeno Beach,Cloudy,217.59,1455
2010-12,70.42,Ibeno Beach,Sunny,34.05,2214
2011-01,83.26,Ekpo Display,Sunny,20.25,2220
2011-02,97.18,Ibeno Beach,Sunny,45.83,2189
2011-03,97.3,Ibeno Beach,Sunny,0.61,1709
2011-04,77.11,Ibeno Beach,Sunny,25.39,1684
2011-05,73.16,Ibaka,Sunny,8.03,1664
2011-06,67.4,Local Sports Event,Sunny,39.83,1718
2011-07,86.44,Ibom Food Fest,Sunny,39.34,1664
2011-08,89.41,Ibeno Beach,Sunny,44.94,1692
2011-09,88.69,Local Sports Event,Sunny,38.78,1736
2011-10,92.1,Ibeno Beach,Sunny,3.74,1704
2011-11,61.86,Ibeno Beach,Cloudy,179.62,1485
2011-12,71.79,Ibom Food Fest,Cloudy,181.95,2035
2012-01,89.08,Local Sports Event,Sunny,5.77,2175
2012-02,95.57,Ibeno Beach,Sunny,47.27,2180
2012-03,85.54,Local Sports Event,Cloudy,234.39,1480
2012-04,80.73,Ibaka,Rainy,270.44,1416
2012-05,92.21,Ibeno Beach,Sunny,2.68,1659
2012-06,97.41,Ibaka,Sunny,26.71,1706
2012-07,83.15,Local Sports Event,Sunny,43.65,1749
2012-08,93.3,Ibeno Beach,Sunny,36.61,1685
2012-09,81.87,Ibaka,Cloudy,137.74,1456
2012-10,97.29,Ekpo Display,Cloudy,237.69,1431
2012-11,80.23,Ibom Food Fest,Sunny,37.72,1732
2012-12,72.61,9999 Carol Night,Sunny,18.85,2243
2013-01,87.58,Ibom Food Fest,Sunny,22.14,2187
2013-02,98.25,Ibaka,Cloudy,1.97,2034
2013-03,94.53,Ekpo Display,Sunny,30.71,1697
2013-04,93.71,Ibaka,Sunny,46.18,1706
2013-05,88.44,Ibom Food Fest,Sunny,11.97,1664
2013-06,71.39,Local Sports Event,Cloudy,286.87,1474
2013-07,69.67,Ibom Food Fest,Stormy,97.37,1405
2013-08,71.27,Ekpo Display,Cloudy,99.34,1489
2013-09,62.57,Local Sports Event,Sunny,20.86,1674
2013-10,68.45,Ibom Food Fest,Rainy,109.05,1538
2013-11,93.78,Ibom Food Fest,Cloudy,49.87,1516
2013-12,90.12,Local Sports Event,Rainy,207.33,1909
2014-01,76.85,Ibeno Beach,Sunny,36.98,2184
2014-02,96.26,Ibom Food Fest,Sunny,15.08,2189
2014-03,99.11,Ibeno Beach,Sunny,45.74,1661
2014-04,92.78,Local Sports Event,Cloudy,137.29,1538
2014-05,85.06,Ibom Food Fest,Sunny,38.51,1654
2014-06,80.87,Ibom Food Fest,Cloudy,251.9,1449
2014-07,66.91,Ibeno Beach,Rainy,168.08,1464
